year,province,gdp
1986,甘肃,140.7
1986,青海,38.4
1986,宁夏,34.5
1986,新疆,129.0
1987,北京,326.8
1987,天津,220.1
1987,河北,521.9
1987,山西,257.2
1987,内蒙古,212.3
1987,辽宁,719.1
1987,吉林,297.5
1987,黑龙江,454.6
1987,上海,545.5
1987,江苏,922.3
1987,浙江,607.0
1987,安徽,442.4
1987,福建,279.2
1987,江西,262.9
1987,山东,892.3
1987,河南,609.6
1987,湖北,517.8
1987,湖南,469.4
1987,广东,846.7
1987,广西,241.6
1987,海南,57.3
1987,重庆,206.7
1987,四川,530.9
1987,贵州,165.5
1987,云南,229.0
1987,西藏,17.7
1987,陕西,245.0
1987,甘肃,159.5
1987,青海,43.4
1987,宁夏,39.6
1987,新疆,148.5
1988,北京,410.2
1988,天津,259.7
1988,河北,701.3
1988,山西,316.7
1988,内蒙古,270.8
1988,辽宁,881.0
1988,吉林,368.7
1988,黑龙江,552.0
1988,上海,648.3
1988,江苏,1208.9
1988,浙江,770.3
1988,安徽,546.9
1988,福建,383.2
1988,江西,325.8
1988,山东,1117.7
1988,河南,749.1
1988,湖北,626.5
1988,湖南,584.1
1988,广东,1155.4
1988,广西,313.3
1988,海南,77.0
1988,重庆,261.3
1988,四川,659.7
1988,贵州,211.8
1988,云南,301.1
1988,西藏,20.3
1988,陕西,314.5
1988,甘肃,191.8
1988,青海,55.0
1988,宁夏,50.3
1988,新疆,192.7
1989,北京,456.0
1989,天津,283.5
1989,河北,822.8
1989,山西,376.3
1989,内蒙古,292.7
1989,辽宁,1003.8
1989,吉林,391.7
1989,黑龙江,630.6
1989,上海,696.5
1989,江苏,1321.9
1989,浙江,849.4
1989,安徽,616.3
1989,福建,458.4
1989,江西,376.5
1989,山东,1293.9
1989,河南,850.7
1989,湖北,717.1
1989,湖南,640.8
1989,广东,1381.4
1989,广西,383.4
1989,海南,91.3
1989,重庆,303.8
1989,四川,745.0
1989,贵州,235.8
1989,云南,363.1
1989,西藏,21.9
1989,陕西,358.4
1989,甘肃,216.8
1989,青海,60.4
1989,宁夏,59.2
1989,新疆,217.3
1990,北京,500.8
1990,天津,311.0
1990,河北,896.3
1990,山西,429.3
1990,内蒙古,319.3
1990,辽宁,1062.7
1990,吉林,425.3
1990,黑龙江,715.2
1990,上海,781.7
1990,江苏,1416.5
1990,浙江,904.7
1990,安徽,658.0
1990,福建,522.3
1990,江西,428.6
1990,山东,1511.2
1990,河南,934.7
1990,湖北,824.4
1990,湖南,744.4
1990,广东,1559.0
1990,广西,449.1
1990,海南,102.4
1990,重庆,327.8
1990,四川,891.0
1990,贵州,260.1
1990,云南,451.7
1990,西藏,27.7
1990,陕西,404.3
1990,甘肃,242.8
1990,青海,69.9
1990,宁夏,64.8
1990,新疆,261.4
1991,北京,598.9
1991,天津,342.7
1991,河北,1072.1
1991,山西,468.5
1991,内蒙古,359.7
1991,辽宁,1200.1
1991,吉林,463.5
1991,黑龙江,822.3
1991,上海,893.8
1991,江苏,1601.4
1991,浙江,1089.3
1991,安徽,663.5
1991,福建,619.9
1991,江西,479.4
1991,山东,1810.5
1991,河南,1045.7
1991,湖北,913.4
1991,湖南,833.3
1991,广东,1893.3
1991,广西,518.6
1991,海南,120.5
1991,重庆,374.2
1991,四川,1016.3
1991,贵州,295.9
1991,云南,517.4
1991,西藏,30.5
1991,陕西,468.4
1991,甘肃,271.4
1991,青海,75.1
1991,宁夏,71.8
1991,新疆,335.9
1992,北京,709.1
1992,天津,411.0
1992,河北,1278.5
1992,山西,551.1
1992,内蒙古,421.7
1992,辽宁,1473.0
1992,吉林,558.1
1992,黑龙江,959.7
1992,上海,1114.3
1992,江苏,2136.0
1992,浙江,1375.7
1992,安徽,801.2
1992,福建,784.7
1992,江西,572.6
1992,山东,2196.5
1992,河南,1279.8
1992,湖北,1088.4
1992,湖南,987.0
1992,广东,2447.5
1992,广西,646.6
1992,海南,184.9
1992,重庆,461.3
1992,四川,1177.3
1992,贵州,339.9
1992,云南,618.7
1992,西藏,33.3
1992,陕西,531.6
1992,甘肃,317.8
1992,青海,87.5
1992,宁夏,83.1
1992,新疆,402.3
1993,北京,886.2
1993,天津,538.9
1993,河北,1690.8
1993,山西,680.4
1993,内蒙古,537.8
1993,辽宁,2010.8
1993,吉林,718.6
1993,黑龙江,1198.4
1993,上海,1519.2
1993,江苏,2998.2
1993,浙江,1925.9
1993,安徽,1037.1
1993,福建,1114.2
1993,江西,723.0
1993,山东,2770.4
1993,河南,1660.2
1993,湖北,1325.8
1993,湖南,1244.7
1993,广东,3469.3
1993,广西,871.7
1993,海南,260.4
1993,重庆,608.5
1993,四川,1486.1
1993,贵州,417.7
1993,云南,783.3
1993,西藏,37.4
1993,陕西,678.2
1993,甘肃,372.2
1993,青海,109.7
1993,宁夏,104.5
1993,新疆,495.3
1994,北京,1145.3
1994,天津,732.9
1994,河北,2187.5
1994,山西,826.7
1994,内蒙古,695.1
1994,辽宁,2461.8
1994,吉林,937.7
1994,黑龙江,1604.9
1994,上海,1990.9
1994,江苏,4057.4
1994,浙江,2689.3
1994,安徽,1320.4
1994,福建,1644.4
1994,江西,948.2
1994,山东,3844.5
1994,河南,2216.8
1994,湖北,1700.9
1994,湖南,1650.0
1994,广东,4619.0
1994,广西,1198.3
1994,海南,332.0
1994,重庆,833.6
1994,四川,2001.4
1994,贵州,524.5
1994,云南,983.8
1994,西藏,46.0
1994,陕西,839.0
1994,甘肃,453.6
1994,青海,138.4
1994,宁夏,136.3
1994,新疆,662.3
1995,北京,1507.7
1995,天津,932.0
1995,河北,2849.5
1995,山西,1076.0
1995,内蒙古,857.1
1995,辽宁,2793.4
1995,吉林,1137.2
1995,黑龙江,1991.4
1995,上海,2499.4
1995,江苏,5155.3
1995,浙江,3557.6
1995,安徽,1810.7
1995,福建,2094.9
1995,江西,1169.7
1995,山东,4953.4
1995,河南,2988.4
1995,湖北,2109.4
1995,湖南,2132.1
1995,广东,5933.1
1995,广西,1497.6
1995,海南,363.3
1995,重庆,1123.1
1995,四川,2443.2
1995,贵州,636.2
1995,云南,1222.2
1995,西藏,56.1
1995,陕西,1036.9
1995,甘肃,557.8
1995,青海,167.8
1995,宁夏,175.2
1995,新疆,814.9
1996,北京,1789.2
1996,天津,1121.9
1996,河北,3453.0
1996,山西,1292.1
1996,内蒙古,1023.1
1996,辽宁,3157.7
1996,吉林,1346.8
1996,黑龙江,2370.5
1996,上海,2957.6
1996,江苏,6004.2
1996,浙江,4188.5
1996,安徽,2093.3
1996,福建,2484.3
1996,江西,1409.7
1996,山东,5883.8
1996,河南,3634.7
1996,湖北,2499.8
1996,湖南,2540.1
1996,广东,6835.0
1996,广西,1697.9
1996,海南,389.7
1996,重庆,1315.1
1996,四川,2871.7
1996,贵州,723.2
1996,云南,1517.7
1996,西藏,65.0
1996,陕西,1215.8
1996,甘肃,722.5
1996,青海,184.2
1996,宁夏,202.9
1996,新疆,900.9
1997,北京,2077.1
1997,天津,1264.6
1997,河北,3953.8
1997,山西,1476.0
1997,内蒙古,1153.5
1997,辽宁,3582.5
1997,吉林,1464.3
1997,黑龙江,2667.5
1997,上海,3438.8
1997,江苏,6680.3
1997,浙江,4686.1
1997,安徽,2347.3
1997,福建,2870.9
1997,江西,1605.8
1997,山东,6537.1
1997,河南,4041.1
1997,湖北,2856.5
1997,湖南,2849.3
1997,广东,7774.5
1997,广西,1817.3
1997,海南,411.2
1997,重庆,1509.8
1997,四川,3241.5
1997,贵州,805.8
1997,云南,1676.2
1997,西藏,77.2
1997,陕西,1363.6
1997,甘肃,793.6
1997,青海,202.8
1997,宁夏,224.6
1997,新疆,1039.9
1998,北京,2377.2
1998,天津,1374.6
1998,河北,4256.0
1998,山西,1611.1
1998,内蒙古,1262.5
1998,辽宁,3881.7
1998,吉林,1577.1
1998,黑龙江,2774.4
1998,上海,3801.1
1998,江苏,7200.0
1998,浙江,5052.6
1998,安徽,2543.0
1998,福建,3159.9
1998,江西,1719.9
1998,山东,7021.4
1998,河南,4308.2
1998,湖北,3114.0
1998,湖南,3025.5
1998,广东,8530.9
1998,广西,1911.3
1998,海南,442.1
1998,重庆,1602.4
1998,四川,3474.1
1998,贵州,858.4
1998,云南,1831.3
1998,西藏,91.5
1998,陕西,1458.4
1998,甘肃,887.7
1998,青海,220.9
1998,宁夏,245.4
1998,新疆,1107.0
1999,北京,2678.8
1999,天津,1501.0
1999,河北,4514.2
1999,山西,1667.1
1999,内蒙古,1379.3
1999,辽宁,4171.7
1999,吉林,1673.0
1999,黑龙江,2866.3
1999,上海,4188.7
1999,江苏,7697.8
1999,浙江,5443.9
1999,安徽,2712.3
1999,福建,3414.2
1999,江西,1853.7
1999,山东,7493.8
1999,河南,4517.9
1999,湖北,3229.3
1999,湖南,3214.5
1999,广东,9250.7
1999,广西,1971.4
1999,海南,476.7
1999,重庆,1663.2
1999,四川,3649.1
1999,贵州,937.5
1999,云南,1899.8
1999,西藏,106.0
1999,陕西,1592.6
1999,甘肃,956.3
1999,青海,239.4
1999,宁夏,264.6
1999,新疆,1163.2
2000,北京,3161.7
2000,天津,1701.9
2000,河北,5044.0
2000,山西,1845.7
2000,内蒙古,1539.1
2000,辽宁,4669.1
2000,吉林,1951.5
2000,黑龙江,3151.4
2000,上海,4771.2
2000,江苏,8553.7
2000,浙江,6141.0
2000,安徽,2902.1
2000,福建,3764.5
2000,江西,2003.1
2000,山东,8337.5
2000,河南,5053.0
2000,湖北,3545.4
2000,湖南,3551.5
2000,广东,10741.3
2000,广西,2080.0
2000,海南,526.8
2000,重庆,1791.0
2000,四川,3928.2
2000,贵州,1029.9
2000,云南,2011.2
2000,西藏,117.8
2000,陕西,1804.0
2000,甘肃,1052.9
2000,青海,263.7
2000,宁夏,295.0
2000,新疆,1363.6
2001,北京,3708.0
2001,天津,1919.1
2001,河北,5516.8
2001,山西,2029.5
2001,内蒙古,1713.8
2001,辽宁,5033.1
2001,吉林,2120.4
2001,黑龙江,3390.1
2001,上海,5210.1
2001,江苏,9456.8
2001,浙江,6898.3
2001,安徽,3246.7
2001,福建,4072.9
2001,江西,2175.7
2001,山东,9195.0
2001,河南,5533.0
2001,湖北,3880.5
2001,湖南,3831.9
2001,广东,12039.3
2001,广西,2279.3
2001,海南,579.2
2001,重庆,1976.9
2001,四川,4293.5
2001,贵州,1133.3
2001,云南,2138.3
2001,西藏,139.2
2001,陕西,2010.6
2001,甘肃,1125.4
2001,青海,300.1
2001,宁夏,337.4
2001,新疆,1491.6
2002,北京,4315.0
2002,天津,2150.8
2002,河北,6018.3
2002,山西,2324.8
2002,内蒙古,1940.9
2002,辽宁,5458.2
2002,吉林,2348.5
2002,黑龙江,3637.2
2002,上海,5741.0
2002,江苏,10606.9
2002,浙江,8003.7
2002,安徽,3519.7
2002,福建,4467.6
2002,江西,2450.5
2002,山东,10275.5
2002,河南,6035.5
2002,湖北,4212.8
2002,湖南,4151.5
2002,广东,13502.4
2002,广西,2523.7
2002,海南,642.7
2002,重庆,2232.9
2002,四川,4725.0
2002,贵州,1243.4
2002,云南,2312.8
2002,西藏,162.0
2002,陕西,2253.4
2002,甘肃,1232.0
2002,青海,340.7
2002,宁夏,377.2
2002,新疆,1612.7
2003,北京,5007.2
2003,天津,2578.0
2003,河北,6921.3
2003,山西,2855.2
2003,内蒙古,2388.4
2003,辽宁,6002.5
2003,吉林,2662.1
2003,黑龙江,4057.4
2003,上海,6694.2
2003,江苏,12442.9
2003,浙江,9705.0
2003,安徽,3923.1
2003,福建,4983.7
2003,江西,2807.4
2003,山东,12078.2
2003,河南,6867.7
2003,湖北,4757.5
2003,湖南,4660.0
2003,广东,15844.6
2003,广西,2821.1
2003,海南,714.0
2003,重庆,2555.7
2003,四川,5333.1
2003,贵州,1426.3
2003,云南,2556.0
2003,西藏,185.1
2003,陕西,2587.7
2003,甘肃,1399.8
2003,青海,390.2
2003,宁夏,445.4
2003,新疆,1886.4
2004,北京,6033.2
2004,天津,3111.0
2004,河北,8477.6
2004,山西,3571.4
2004,内蒙古,3041.1
2004,辽宁,6672.0
2004,吉林,3122.0
2004,黑龙江,4750.6
2004,上海,8072.8
2004,江苏,15003.6
2004,浙江,11648.7
2004,安徽,4759.3
2004,福建,5763.4
2004,江西,3456.7
2004,山东,15021.8
2004,河南,8553.8
2004,湖北,5633.2
2004,湖南,5641.9
2004,广东,18864.6
2004,广西,3433.5
2004,海南,819.7
2004,重庆,3034.6
2004,四川,6379.6
2004,贵州,1677.8
2004,云南,3081.9
2004,西藏,220.3
2004,陕西,3175.6
2004,甘肃,1688.5
2004,青海,466.1
2004,宁夏,537.1
2004,新疆,2209.1
2005,北京,6969.5
2005,天津,3905.6
2005,河北,10012.1
2005,山西,4230.5
2005,内蒙古,3905.0
2005,辽宁,8047.3
2005,吉林,3620.3
2005,黑龙江,5513.7
2005,上海,9247.7
2005,江苏,18598.7
2005,浙江,13417.7
2005,安徽,5350.2
2005,福建,6554.7
2005,江西,4056.8
2005,山东,18366.9
2005,河南,10587.4
2005,湖北,6590.2
2005,湖南,6596.1
2005,广东,22557.4
2005,广西,3984.1
2005,海南,918.8
2005,重庆,3467.7
2005,四川,7385.1
2005,贵州,2005.4
2005,云南,3462.7
2005,西藏,248.8
2005,陕西,3933.7
2005,甘肃,1934.0
2005,青海,543.3
2005,宁夏,612.6
2005,新疆,2604.2
2006,北京,8117.8
2006,天津,4462.7
2006,河北,11467.6
2006,山西,4878.6
2006,内蒙古,4944.3
2006,辽宁,9304.5
2006,吉林,4275.1
2006,黑龙江,6211.8
2006,上海,10572.2
2006,江苏,21742.1
2006,浙江,15718.5
2006,安徽,6112.5
2006,福建,7583.9
2006,江西,4820.5
2006,山东,21900.2
2006,河南,12362.8
2006,湖北,7617.5
2006,湖南,7688.7
2006,广东,26587.8
2006,广西,4746.2
2006,海南,1065.7
2006,重庆,3907.2
2006,四川,8690.2
2006,贵州,2339.0
2006,云南,3988.1
2006,西藏,290.8
2006,陕西,4743.6
2006,甘肃,2277.4
2006,青海,648.5
2006,宁夏,725.9
2006,新疆,3045.3
2007,北京,9846.8
2007,天津,5252.8
2007,河北,13607.3
2007,山西,6024.5
2007,内蒙古,6423.2
2007,辽宁,11164.3
2007,吉林,5284.7
2007,黑龙江,7104.0
2007,上海,12494.0
2007,江苏,26018.5
2007,浙江,18753.7
2007,安徽,7360.9
2007,福建,9248.5
2007,江西,5800.3
2007,山东,25776.9
2007,河南,15012.5
2007,湖北,9333.4
2007,湖南,9439.6
2007,广东,31777.0
2007,广西,5823.4
2007,海南,1254.2
2007,重庆,4676.1
2007,四川,10562.4
2007,贵州,2884.1
2007,云南,4772.5
2007,西藏,341.4
2007,陕西,5757.3
2007,甘肃,2704.0
2007,青海,797.4
2007,宁夏,919.1
2007,新疆,3523.2
2008,北京,11115.0
2008,天津,6719.0
2008,河北,16012.0
2008,山西,7315.4
2008,内蒙古,8496.2
2008,辽宁,13668.6
2008,吉林,6426.1
2008,黑龙江,8314.4
2008,上海,14069.9
2008,江苏,30982.0
2008,浙江,21462.7
2008,安徽,8851.7
2008,福建,10823.0
2008,江西,6971.1
2008,山东,30933.3
2008,河南,18018.5
2008,湖北,11328.9
2008,湖南,11555.0
2008,广东,36796.7
2008,广西,7021.0
2008,海南,1503.1
2008,重庆,5793.7
2008,四川,12601.2
2008,贵州,3561.6
2008,云南,5692.1
2008,西藏,394.9
2008,陕西,7314.6
2008,甘肃,3166.8
2008,青海,1018.6
2008,宁夏,1203.9
2008,新疆,4183.2
2009,北京,12153.0
2009,天津,7521.9
2009,河北,17235.5
2009,山西,7358.3
2009,内蒙古,9740.3
2009,辽宁,15212.5
2009,吉林,7278.8
2009,黑龙江,8587.0
2009,上海,15046.5
2009,江苏,34457.3
2009,浙江,22990.4
2009,安徽,10062.8
2009,福建,12236.5
2009,江西,7655.2
2009,山东,33896.7
2009,河南,19480.5
2009,湖北,12961.1
2009,湖南,13059.7
2009,广东,39482.6
2009,广西,7759.2
2009,海南,1654.2
2009,重庆,6530.0
2009,四川,14151.3
2009,贵州,3912.7
2009,云南,6169.8
2009,西藏,441.4
2009,陕西,8169.8
2009,甘肃,3387.6
2009,青海,1081.3
2009,宁夏,1353.3
2009,新疆,4277.1
2010,北京,14113.6
2010,天津,9224.5
2010,河北,20394.3
2010,山西,9200.9
2010,内蒙古,11672.0
2010,辽宁,18457.3
2010,吉林,8667.6
2010,黑龙江,10368.6
2010,上海,17166.0
2010,江苏,41425.5
2010,浙江,27722.3
2010,安徽,12359.3
2010,福建,14737.1
2010,江西,9451.3
2010,山东,39169.9
2010,河南,23092.4
2010,湖北,15967.6
2010,湖南,16038.0
2010,广东,46013.1
2010,广西,9569.9
2010,海南,2064.5
2010,重庆,7925.6
2010,四川,17185.5
2010,贵州,4602.2
2010,云南,7224.2
2010,西藏,507.5
2010,陕西,10123.5
2010,甘肃,4120.8
2010,青海,1350.4
2010,宁夏,1689.7
2010,新疆,5437.5
2011,北京,16251.9
2011,天津,11307.3
2011,河北,24515.8
2011,山西,11237.6
2011,内蒙古,14359.9
2011,辽宁,22226.7
2011,吉林,10568.8
2011,黑龙江,12582.0
2011,上海,19195.7
2011,江苏,49110.3
2011,浙江,32318.9
2011,安徽,15300.7
2011,福建,17560.2
2011,江西,11702.8
2011,山东,45361.9
2011,河南,26931.0
2011,湖北,19632.3
2011,湖南,19669.6
2011,广东,53210.3
2011,广西,11720.9
2011,海南,2522.7
2011,重庆,10011.4
2011,四川,21026.7
2011,贵州,5701.8
2011,云南,8893.1
2011,西藏,605.8
2011,陕西,12512.3
2011,甘肃,5020.4
2011,青海,1670.4
2011,宁夏,2102.2
2011,新疆,6610.1
2012,北京,17879.4
2012,天津,12893.9
2012,河北,26575.0
2012,山西,12112.8
2012,内蒙古,15880.6
2012,辽宁,24846.4
2012,吉林,11939.2
2012,黑龙江,13691.6
2012,上海,20181.7
2012,江苏,54058.2
2012,浙江,34665.3
2012,安徽,17212.1
2012,福建,19701.8
2012,江西,12948.9
2012,山东,50013.2
2012,河南,29599.3
2012,湖北,22250.5
2012,湖南,22154.2
2012,广东,57067.9
2012,广西,13035.1
2012,海南,2855.5
2012,重庆,11409.6
2012,四川,23872.8
2012,贵州,6852.2
2012,云南,10309.5
2012,西藏,701.0
2012,陕西,14453.7
2012,甘肃,5650.2
2012,青海,1893.5
2012,宁夏,2341.3
2012,新疆,7505.3
2013,北京,19800.8
2013,天津,14442.0
2013,河北,28443.0
2013,山西,12665.3
2013,内蒙古,16916.5
2013,辽宁,27213.2
2013,吉林,13046.4
2013,黑龙江,14454.9
2013,上海,21818.2
2013,江苏,59753.4
2013,浙江,37756.6
2013,安徽,19229.3
2013,福建,21868.5
2013,江西,14410.2
2013,山东,55230.3
2013,河南,32191.3
2013,湖北,24791.8
2013,湖南,24621.7
2013,广东,62474.8
2013,广西,14449.9
2013,海南,3177.6
2013,重庆,12783.3
2013,四川,26392.1
2013,贵州,8086.9
2013,云南,11832.3
2013,西藏,815.7
2013,陕西,16205.5
2013,甘肃,6330.7
2013,青海,2122.1
2013,宁夏,2577.6
2013,新疆,8443.8
2014,北京,21330.8
2014,天津,15726.9
2014,河北,29421.2
2014,山西,12761.5
2014,内蒙古,17770.2
2014,辽宁,28626.6
2014,吉林,13803.1
2014,黑龙江,15039.4
2014,上海,23567.7
2014,江苏,65088.3
2014,浙江,40173.0
2014,安徽,20848.8
2014,福建,24055.8
2014,江西,15714.6
2014,山东,59426.6
2014,河南,34938.2
2014,湖北,27379.2
2014,湖南,27037.3
2014,广东,67809.9
2014,广西,15672.9
2014,海南,3500.7
2014,重庆,14262.6
2014,四川,28536.7
2014,贵州,9266.4
2014,云南,12814.6
2014,西藏,920.8
2014,陕西,17689.9
2014,甘肃,6836.8
2014,青海,2303.3
2014,宁夏,2752.1
2014,新疆,9273.5
2015,北京,23014.6
2015,天津,16538.2
2015,河北,29806.1
2015,山西,12766.5
2015,内蒙古,17831.5
2015,辽宁,28669.0
2015,吉林,14063.1
2015,黑龙江,15083.7
2015,上海,25123.5
2015,江苏,70116.4
2015,浙江,42886.5
2015,安徽,22005.6
2015,福建,25979.8
2015,江西,16723.8
2015,山东,63002.3
2015,河南,37002.2
2015,湖北,29550.2
2015,湖南,28902.2
2015,广东,72812.6
2015,广西,16803.1
2015,海南,3702.8
2015,重庆,15717.3
2015,四川,30053.1
2015,贵州,10502.6
2015,云南,13619.2
2015,西藏,1026.4
2015,陕西,18021.9
2015,甘肃,6790.3
2015,青海,2417.1
2015,宁夏,2911.8
2015,新疆,9324.8
2016,北京,24899.3
2016,天津,17885.4
2016,河北,31827.9
2016,山西,12928.3
2016,内蒙古,18632.6
2016,辽宁,22037.9
2016,吉林,14886.2
2016,黑龙江,15386.1
2016,上海,27466.2
2016,江苏,76086.2
2016,浙江,46485.0
2016,安徽,24117.9
2016,福建,28519.2
2016,江西,18364.4
2016,山东,67008.2
2016,河南,40160.0
2016,湖北,32297.9
2016,湖南,31244.7
2016,广东,79512.1
2016,广西,18245.1
2016,海南,4044.5
2016,重庆,17558.8
2016,四川,32680.5
2016,贵州,11734.4
2016,云南,14870.0
2016,西藏,1150.1
2016,陕西,19165.4
2016,甘肃,7152.0
2016,青海,2572.5
2016,宁夏,3150.1
2016,新疆,9617.2
2017,北京,28014.9
2017,天津,18549.2
2017,河北,34016.3
2017,山西,15528.4
2017,内蒙古,16096.2
2017,辽宁,23409.2
2017,吉林,14944.5
2017,黑龙江,15902.7
2017,上海,30633.0
2017,江苏,85869.8
2017,浙江,51768.3
2017,安徽,27018.0
2017,福建,32182.1
2017,江西,20006.3
2017,山东,72634.2
2017,河南,44552.8
2017,湖北,35478.1
2017,湖南,33903.0
2017,广东,89705.2
2017,广西,18523.3
2017,海南,4462.5
2017,重庆,19424.7
2017,四川,36980.2
2017,贵州,13540.8
2017,云南,16376.3
2017,西藏,1311.0
2017,陕西,21898.8
2017,甘肃,7460.0
2017,青海,2624.8
2017,宁夏,3443.6
2017,新疆,10882.0
2018,北京,30320.0
2018,天津,18809.6
2018,河北,36010.3
2018,山西,16818.1
2018,内蒙古,17289.2
2018,辽宁,25315.4
2018,吉林,15074.6
2018,黑龙江,16361.6
2018,上海,32679.9
2018,江苏,92595.4
2018,浙江,56197.2
2018,安徽,30006.9
2018,福建,35804.0
2018,江西,21984.8
2018,山东,76469.7
2018,河南,48055.9
2018,湖北,39366.6
2018,湖南,36425.8
2018,广东,97277.8
2018,广西,20352.5
2018,海南,4832.1
2018,重庆,20363.2
2018,四川,40678.1
2018,贵州,14806.5
2018,云南,17881.1
2018,西藏,1477.6
2018,陕西,24438.3
2018,甘肃,8246.1
2018,青海,2865.2
2018,宁夏,3705.2
2018,新疆,12199.1
2019,北京,35371.3
2019,天津,14104.3
2019,河北,35104.5
2019,山西,17026.7
2019,内蒙古,17212.5
2019,辽宁,24909.5
2019,吉林,11726.8
2019,黑龙江,13612.7
2019,上海,38155.3
2019,江苏,99631.5
2019,浙江,62352.0
2019,安徽,37114.0
2019,福建,42395.0
2019,江西,24757.5
2019,山东,71067.5
2019,河南,54259.2
2019,湖北,45828.3
2019,湖南,39752.1
2019,广东,107671.1
2019,广西,21237.1
2019,海南,5309.0
2019,重庆,23605.8
2019,四川,46615.8
2019,贵州,16769.3
2019,云南,23223.8
2019,西藏,1697.8
2019,陕西,25793.2
2019,甘肃,8718.3
2019,青海,2966.0
2019,宁夏,3748.5
2019,新疆,13597.1